#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CPT1A	EP300	9606.ENSP00000265641	9606.ENSP00000263253	0	0	0	0	0	0	0.900	0	0.900
CPT1A	TBL1XR1	9606.ENSP00000265641	9606.ENSP00000405574	0	0	0	0	0	0	0.900	0	0.900
CPT1A	SP1	9606.ENSP00000265641	9606.ENSP00000329357	0	0	0	0	0	0	0.900	0	0.900
CPT1A	NCOA2	9606.ENSP00000265641	9606.ENSP00000399968	0	0	0	0	0	0	0.900	0	0.900
CPT1A	RELA	9606.ENSP00000265641	9606.ENSP00000384273	0	0	0	0	0	0	0.900	0	0.900
CPT1A	NCOA1	9606.ENSP00000265641	9606.ENSP00000385216	0	0	0	0	0	0	0.900	0	0.900
CPT1A	JUN	9606.ENSP00000265641	9606.ENSP00000360266	0	0	0	0	0	0	0.900	0	0.900
CPT1A	ME1	9606.ENSP00000265641	9606.ENSP00000358719	0	0	0	0	0	0	0.900	0	0.900
CPT1A	RXRA	9606.ENSP00000265641	9606.ENSP00000419692	0	0	0	0	0	0.057	0.900	0	0.901
CPT1A	CPT2	9606.ENSP00000265641	9606.ENSP00000360541	0	0	0	0.696	0	0	0.900	0	0.900
CPT1A	NR1H3	9606.ENSP00000265641	9606.ENSP00000477707	0	0	0	0	0	0.057	0.900	0	0.901
CPT1A	LPL	9606.ENSP00000265641	9606.ENSP00000309757	0	0	0	0	0	0	0.900	0	0.900
CPT1A	FABP1	9606.ENSP00000265641	9606.ENSP00000295834	0	0	0	0	0	0	0.900	0	0.900
CPT1A	PPARA	9606.ENSP00000265641	9606.ENSP00000385523	0	0	0	0	0	0.057	0.900	0	0.901
CPT1B	CPT2	9606.ENSP00000379011	9606.ENSP00000360541	0	0	0	0.714	0	0	0.900	0	0.900
CPT1C	CPT2	9606.ENSP00000376303	9606.ENSP00000360541	0	0	0	0.682	0	0	0.900	0	0.900
CPT2	TBL1X	9606.ENSP00000360541	9606.ENSP00000217964	0	0	0	0	0	0	0.900	0	0.900
CPT2	CREBBP	9606.ENSP00000360541	9606.ENSP00000262367	0	0	0	0	0	0	0.900	0	0.900
CPT2	NCOA1	9606.ENSP00000360541	9606.ENSP00000385216	0	0	0	0	0	0	0.900	0	0.900
CPT2	NCOA2	9606.ENSP00000360541	9606.ENSP00000399968	0	0	0	0	0	0	0.900	0	0.900
CPT2	TBL1XR1	9606.ENSP00000360541	9606.ENSP00000405574	0	0	0	0	0	0	0.900	0	0.900
CPT2	RXRA	9606.ENSP00000360541	9606.ENSP00000419692	0	0	0	0	0	0	0.900	0	0.900
CPT2	PPARA	9606.ENSP00000360541	9606.ENSP00000385523	0	0	0	0	0	0	0.900	0	0.900
CREB1	MAPK13	9606.ENSP00000387699	9606.ENSP00000211287	0	0	0	0	0	0	0.900	0	0.900
CREB1	MAPK12	9606.ENSP00000387699	9606.ENSP00000215659	0	0	0	0	0	0	0.900	0	0.900
CREB1	MAPK1	9606.ENSP00000387699	9606.ENSP00000215832	0	0	0	0	0	0	0.900	0	0.900
CREB1	MAPK14	9606.ENSP00000387699	9606.ENSP00000229795	0	0	0	0	0	0.462	0.900	0	0.943
CREB1	EGR1	9606.ENSP00000387699	9606.ENSP00000239938	0	0	0	0	0	0.062	0.900	0	0.902
CREB1	PLCG1	9606.ENSP00000387699	9606.ENSP00000244007	0	0	0	0	0	0	0.900	0	0.900
CREB1	EPO	9606.ENSP00000387699	9606.ENSP00000252723	0	0	0	0	0	0	0.900	0	0.900
CREB1	CREBBP	9606.ENSP00000387699	9606.ENSP00000262367	0	0	0	0	0	0.983	0.900	0	0.998
CREB1	MAPK3	9606.ENSP00000387699	9606.ENSP00000263025	0	0	0	0	0	0	0.900	0	0.900
CREB1	EP300	9606.ENSP00000387699	9606.ENSP00000263253	0	0	0	0	0	0.889	0.900	0	0.988
CREB1	PIK3CA	9606.ENSP00000387699	9606.ENSP00000263967	0	0	0	0	0	0	0.900	0	0.900
CREB1	NOS3	9606.ENSP00000387699	9606.ENSP00000297494	0	0	0	0	0	0	0.900	0	0.900
CREB1	FOS	9606.ENSP00000387699	9606.ENSP00000306245	0	0	0	0	0	0	0.900	0	0.900
CREB1	PRKACA	9606.ENSP00000387699	9606.ENSP00000309591	0	0	0	0	0	0.487	0.900	0	0.946
CREB1	MAPK11	9606.ENSP00000387699	9606.ENSP00000333685	0	0	0	0	0	0	0.900	0	0.900
CREB1	CRTC2	9606.ENSP00000387699	9606.ENSP00000357622	0	0	0	0	0	0.868	0.800	0	0.972
CREB1	PRKACB	9606.ENSP00000387699	9606.ENSP00000359719	0	0	0	0	0	0	0.900	0	0.900
CREB1	JUN	9606.ENSP00000387699	9606.ENSP00000360266	0	0	0	0	0	0.492	0.900	0	0.947
CREB1	PRKACG	9606.ENSP00000387699	9606.ENSP00000366488	0	0	0	0	0	0	0.900	0	0.900
CREB1	GRB2	9606.ENSP00000387699	9606.ENSP00000376345	0	0	0	0	0	0	0.900	0	0.900
CREB1	ILK	9606.ENSP00000387699	9606.ENSP00000379975	0	0	0	0	0	0.070	0.900	0	0.903
CREB1	MAP3K1	9606.ENSP00000387699	9606.ENSP00000382423	0	0	0	0	0	0	0.900	0	0.900
CREB1	IL6	9606.ENSP00000387699	9606.ENSP00000385675	0	0	0	0	0	0	0.900	0	0.900
CREB1	SOS1	9606.ENSP00000387699	9606.ENSP00000387784	0	0	0	0	0	0	0.900	0	0.900
CREB1	PIK3R1	9606.ENSP00000387699	9606.ENSP00000428056	0	0	0	0	0	0	0.900	0	0.900
CREB1	SHC1	9606.ENSP00000387699	9606.ENSP00000401303	0	0	0	0	0	0	0.900	0	0.900
CREB1	VEGFA	9606.ENSP00000387699	9606.ENSP00000478570	0	0	0	0	0	0.270	0.900	0	0.923
CREB3L3	FGF21	9606.ENSP00000078445	9606.ENSP00000471477	0	0	0	0	0	0	0.900	0	0.900
CREBBP	NFKBIA	9606.ENSP00000262367	9606.ENSP00000216797	0	0	0	0	0	0.284	0.900	0	0.925
CREBBP	NFKB1	9606.ENSP00000262367	9606.ENSP00000226574	0	0	0	0	0	0.060	0.900	0	0.901
CREBBP	MAPK14	9606.ENSP00000262367	9606.ENSP00000229795	0	0	0	0	0	0.114	0.900	0	0.907
CREBBP	EHHADH	9606.ENSP00000262367	9606.ENSP00000231887	0	0	0	0	0	0	0.900	0	0.900
CREBBP	HES1	9606.ENSP00000262367	9606.ENSP00000232424	0	0	0	0	0	0.205	0.900	0	0.917
CREBBP	IFNA7	9606.ENSP00000262367	9606.ENSP00000239347	0	0	0	0	0	0	0.900	0	0.900
CREBBP	SLC27A1	9606.ENSP00000262367	9606.ENSP00000252595	0	0	0	0	0	0	0.900	0	0.900
CREBBP	EPO	9606.ENSP00000262367	9606.ENSP00000252723	0	0	0	0	0	0	0.900	0	0.900
CREBBP	RARA	9606.ENSP00000262367	9606.ENSP00000254066	0	0	0	0	0	0.518	0.900	0	0.949
CREBBP	FABP4	9606.ENSP00000262367	9606.ENSP00000256104	0	0	0	0	0	0.082	0.900	0	0.904
CREBBP	MDM2	9606.ENSP00000262367	9606.ENSP00000258149	0	0	0	0	0	0.866	0.900	0	0.986
CREBBP	IFNA10	9606.ENSP00000262367	9606.ENSP00000369566	0	0	0	0	0	0	0.900	0	0.900
CREBBP	PLIN2	9606.ENSP00000262367	9606.ENSP00000276914	0	0	0	0	0	0	0.900	0	0.900
CREBBP	IFNA16	9606.ENSP00000262367	9606.ENSP00000369564	0	0	0	0	0	0	0.900	0	0.900
CREBBP	IFNA6	9606.ENSP00000262367	9606.ENSP00000369558	0	0	0	0	0	0	0.900	0	0.900
CREBBP	PLIN1	9606.ENSP00000262367	9606.ENSP00000300055	0	0	0	0	0	0	0.900	0	0.900
CREBBP	IFNA8	9606.ENSP00000262367	9606.ENSP00000369553	0	0	0	0	0	0	0.900	0	0.900
CREBBP	IFNA14	9606.ENSP00000262367	9606.ENSP00000369571	0	0	0	0	0	0	0.900	0	0.900
CREBBP	HEYL	9606.ENSP00000262367	9606.ENSP00000361943	0	0	0	0	0	0.058	0.900	0	0.901
CREBBP	HEY2	9606.ENSP00000262367	9606.ENSP00000357348	0	0	0	0	0	0.058	0.900	0	0.901
CREBBP	FABP7	9606.ENSP00000262367	9606.ENSP00000357429	0	0	0	0	0	0.082	0.900	0	0.904
CREBBP	ME1	9606.ENSP00000262367	9606.ENSP00000358719	0	0	0	0	0	0	0.900	0	0.900
CREBBP	CYP7A1	9606.ENSP00000262367	9606.ENSP00000301645	0	0	0	0	0	0	0.900	0	0.900
CREBBP	HSPA2	9606.ENSP00000262367	9606.ENSP00000378199	0	0	0	0	0	0.056	0.900	0	0.901
CREBBP	HSPA1L	9606.ENSP00000262367	9606.ENSP00000364805	0	0	0	0	0	0.056	0.900	0	0.901
CREBBP	IFNA17	9606.ENSP00000262367	9606.ENSP00000411940	0	0	0	0	0	0	0.900	0	0.900
CREBBP	IFNA21	9606.ENSP00000262367	9606.ENSP00000369574	0	0	0	0	0	0	0.900	0	0.900
CREBBP	FABP1	9606.ENSP00000262367	9606.ENSP00000295834	0	0	0	0	0	0.082	0.900	0	0.904
CREBBP	HES5	9606.ENSP00000262367	9606.ENSP00000367714	0	0	0	0	0	0	0.900	0	0.900
CREBBP	LPL	9606.ENSP00000262367	9606.ENSP00000309757	0	0	0	0	0	0	0.900	0	0.900
CREBBP	IFNA2	9606.ENSP00000262367	9606.ENSP00000369554	0	0	0	0	0	0	0.900	0	0.900
CREBBP	HEY1	9606.ENSP00000262367	9606.ENSP00000338272	0	0	0	0	0	0.058	0.900	0	0.901
CREBBP	HSPA1A	9606.ENSP00000262367	9606.ENSP00000364802	0	0	0	0	0	0.056	0.900	0	0.901
CREBBP	HMGCS2	9606.ENSP00000262367	9606.ENSP00000358414	0	0	0	0	0	0	0.900	0	0.900
CREBBP	HMGCS1	9606.ENSP00000262367	9606.ENSP00000322706	0	0	0	0	0	0	0.900	0	0.900
CREBBP	TLE1	9606.ENSP00000262367	9606.ENSP00000365682	0	0	0	0	0	0	0.900	0	0.900
CREBBP	PCK1	9606.ENSP00000262367	9606.ENSP00000319814	0	0	0	0	0	0	0.900	0	0.900
CREBBP	HSPA8	9606.ENSP00000262367	9606.ENSP00000432083	0	0	0	0	0	0.281	0.900	0	0.925
CREBBP	IL1B	9606.ENSP00000262367	9606.ENSP00000263341	0	0	0	0	0	0	0.900	0	0.900
CREBBP	NR1H3	9606.ENSP00000262367	9606.ENSP00000477707	0	0	0	0	0	0.214	0.900	0	0.918
CREBBP	IFNB1	9606.ENSP00000262367	9606.ENSP00000369581	0	0	0	0	0	0	0.900	0	0.900
CREBBP	NFATC1	9606.ENSP00000262367	9606.ENSP00000389377	0	0	0	0	0	0.149	0.900	0	0.911
CREBBP	VEGFA	9606.ENSP00000262367	9606.ENSP00000478570	0	0	0	0	0	0.317	0.900	0	0.928
CREBBP	RB1	9606.ENSP00000262367	9606.ENSP00000267163	0	0	0	0	0	0.383	0.900	0	0.935
CREBBP	TNF	9606.ENSP00000262367	9606.ENSP00000398698	0	0	0	0	0	0	0.900	0	0.900
CREBBP	NLK	9606.ENSP00000262367	9606.ENSP00000384625	0	0	0	0	0	0.487	0.900	0	0.946
CREBBP	NFATC2	9606.ENSP00000262367	9606.ENSP00000379330	0	0	0	0	0	0.486	0.900	0	0.946
CREBBP	CXCL8	9606.ENSP00000262367	9606.ENSP00000306512	0	0	0	0	0	0.486	0.900	0	0.946
CREBBP	PARP1	9606.ENSP00000262367	9606.ENSP00000355759	0	0	0	0	0	0.502	0.900	0	0.948
CREBBP	CTBP1	9606.ENSP00000262367	9606.ENSP00000290921	0	0	0	0	0	0.504	0.900	0	0.948
CREBBP	PPARD	9606.ENSP00000262367	9606.ENSP00000310928	0	0	0	0	0	0.355	0.900	0	0.932
CREBBP	SP1	9606.ENSP00000262367	9606.ENSP00000329357	0	0	0	0	0	0.735	0.800	0	0.944
CREBBP	PPARA	9606.ENSP00000262367	9606.ENSP00000385523	0	0	0	0	0	0.355	0.900	0	0.932
CREBBP	GLI3	9606.ENSP00000262367	9606.ENSP00000379258	0	0	0	0	0	0.674	0.900	0	0.966
CREBBP	UBE2I	9606.ENSP00000262367	9606.ENSP00000348056	0	0	0	0	0	0.736	0.900	0	0.972
CREBBP	FOXO3	9606.ENSP00000262367	9606.ENSP00000385824	0	0	0	0	0	0.822	0.600	0	0.925
CREBBP	HDAC2	9606.ENSP00000262367	9606.ENSP00000430432	0	0	0	0	0	0.580	0.900	0	0.956
CREBBP	RXRA	9606.ENSP00000262367	9606.ENSP00000419692	0	0	0	0	0	0.812	0.900	0	0.980
CREBBP	HDAC1	9606.ENSP00000262367	9606.ENSP00000362649	0	0	0	0	0	0.580	0.900	0	0.956
CREBBP	MYC	9606.ENSP00000262367	9606.ENSP00000479618	0	0	0	0	0	0.687	0.900	0	0.967
CREBBP	SMAD4	9606.ENSP00000262367	9606.ENSP00000341551	0	0	0	0	0	0.498	0.900	0	0.947
CREBBP	EP300	9606.ENSP00000262367	9606.ENSP00000263253	0	0	0	0.957	0	0.805	0.900	0	0.979
CREBBP	ESR1	9606.ENSP00000262367	9606.ENSP00000405330	0	0	0	0	0	0.878	0.900	0	0.987
CREBBP	JUN	9606.ENSP00000262367	9606.ENSP00000360266	0	0	0	0	0	0.887	0.900	0	0.988
CREBBP	NCOA2	9606.ENSP00000262367	9606.ENSP00000399968	0	0	0	0	0	0.762	0.900	0	0.975
CREBBP	MYB	9606.ENSP00000262367	9606.ENSP00000339992	0	0	0	0	0	0.977	0.900	0	0.997
CREBBP	PPARG	9606.ENSP00000262367	9606.ENSP00000287820	0	0	0	0	0	0.974	0.900	0	0.997
CREBBP	NCOA3	9606.ENSP00000262367	9606.ENSP00000361066	0	0	0	0	0	0.977	0.900	0	0.997
CREBBP	SMAD3	9606.ENSP00000262367	9606.ENSP00000332973	0	0	0	0	0	0.885	0.900	0	0.988
CREBBP	TP53	9606.ENSP00000262367	9606.ENSP00000269305	0	0	0	0	0	0.983	0.900	0	0.998
CREBBP	NCOA1	9606.ENSP00000262367	9606.ENSP00000385216	0	0	0	0	0	0.973	0.900	0	0.997
CREBBP	CTNNB1	9606.ENSP00000262367	9606.ENSP00000344456	0	0	0	0	0	0.917	0.900	0	0.991
CREBBP	RELA	9606.ENSP00000262367	9606.ENSP00000384273	0	0	0	0	0	0.923	0.900	0	0.992
CRTC2	YWHAH	9606.ENSP00000357622	9606.ENSP00000248975	0	0	0	0	0	0.149	0.900	0	0.911
CRTC2	YWHAE	9606.ENSP00000357622	9606.ENSP00000264335	0	0	0	0	0	0.642	0.900	0	0.962
CRTC2	YWHAG	9606.ENSP00000357622	9606.ENSP00000306330	0	0	0	0	0	0.189	0.900	0	0.915
CRTC2	SFN	9606.ENSP00000357622	9606.ENSP00000340989	0	0	0	0	0	0.062	0.900	0	0.902
CRTC2	YWHAZ	9606.ENSP00000357622	9606.ENSP00000379287	0	0	0	0	0	0.383	0.900	0	0.935
CRTC2	YWHAB	9606.ENSP00000357622	9606.ENSP00000361930	0	0	0	0	0	0.477	0.900	0	0.945
CRTC2	YWHAQ	9606.ENSP00000357622	9606.ENSP00000371267	0	0	0	0	0	0.689	0.900	0	0.967
CSF1	ITGAV	9606.ENSP00000327513	9606.ENSP00000261023	0	0	0	0	0	0	0.900	0	0.900
CSF1	ICAM1	9606.ENSP00000327513	9606.ENSP00000264832	0	0	0	0	0	0.118	0.900	0	0.908
CSF1	CSF1R	9606.ENSP00000327513	9606.ENSP00000286301	0	0	0	0	0	0.982	0.900	0	0.998
CSF1	HRAS	9606.ENSP00000327513	9606.ENSP00000407586	0	0	0	0	0	0	0.900	0	0.900
CSF1	ITGB3	9606.ENSP00000327513	9606.ENSP00000452786	0	0	0	0	0	0	0.900	0	0.900
CSF1	IL1R1	9606.ENSP00000327513	9606.ENSP00000386380	0	0	0	0	0	0	0.900	0	0.900
CSF1R	ITGAV	9606.ENSP00000286301	9606.ENSP00000261023	0	0	0	0	0	0.270	0.900	0	0.923
CSF1R	ITGB3	9606.ENSP00000286301	9606.ENSP00000452786	0	0	0	0	0	0.077	0.900	0	0.903
CSF1R	HRAS	9606.ENSP00000286301	9606.ENSP00000407586	0	0	0	0	0	0.102	0.900	0	0.906
CSF1R	GRB2	9606.ENSP00000286301	9606.ENSP00000376345	0	0	0	0	0	0.883	0.600	0	0.951
CSF3	CXCL2	9606.ENSP00000225474	9606.ENSP00000427279	0	0	0	0	0	0	0.900	0	0.900
CSF3	CXCL1	9606.ENSP00000225474	9606.ENSP00000379110	0	0	0	0	0	0	0.900	0	0.900
CSF3	TNF	9606.ENSP00000225474	9606.ENSP00000398698	0	0	0	0	0	0	0.900	0	0.900
CSF3	IL1B	9606.ENSP00000225474	9606.ENSP00000263341	0	0	0	0	0	0	0.900	0	0.900
CSF3	CXCL8	9606.ENSP00000225474	9606.ENSP00000306512	0	0	0	0	0	0	0.900	0	0.900
CSF3	IL6	9606.ENSP00000225474	9606.ENSP00000385675	0	0	0	0	0	0	0.900	0	0.900
CSF3	CSF3R	9606.ENSP00000225474	9606.ENSP00000362195	0	0	0	0	0	0.932	0.800	0	0.985
CSH1	CSH2	9606.ENSP00000316416	9606.ENSP00000376623	0	0	0	0.986	0	0.957	0.800	0	0.991
CSNK1A1	DVL2	9606.ENSP00000421689	9606.ENSP00000005340	0	0	0	0	0	0.111	0.900	0	0.907
CSNK1A1	YWHAH	9606.ENSP00000421689	9606.ENSP00000248975	0	0	0	0	0	0.144	0.900	0	0.910
CSNK1A1	LRP6	9606.ENSP00000421689	9606.ENSP00000261349	0	0	0	0	0	0.130	0.900	0	0.909
CSNK1A1	YWHAE	9606.ENSP00000421689	9606.ENSP00000264335	0	0	0	0	0	0.144	0.900	0	0.910
CSNK1A1	TP53	9606.ENSP00000421689	9606.ENSP00000269305	0	0	0	0	0	0.875	0.900	0	0.986
CSNK1A1	WNT3A	9606.ENSP00000421689	9606.ENSP00000284523	0	0	0	0	0	0	0.900	0	0.900
CSNK1A1	FZD1	9606.ENSP00000421689	9606.ENSP00000287934	0	0	0	0	0	0.078	0.900	0	0.903
CSNK1A1	WNT1	9606.ENSP00000421689	9606.ENSP00000293549	0	0	0	0	0	0	0.900	0	0.900
CSNK1A1	LRP5	9606.ENSP00000421689	9606.ENSP00000294304	0	0	0	0	0	0.131	0.900	0	0.909
CSNK1A1	NFATC3	9606.ENSP00000421689	9606.ENSP00000300659	0	0	0	0	0	0.464	0.900	0	0.944
CSNK1A1	YWHAG	9606.ENSP00000421689	9606.ENSP00000306330	0	0	0	0	0	0.059	0.900	0	0.901
CSNK1A1	DVL3	9606.ENSP00000421689	9606.ENSP00000316054	0	0	0	0	0	0.111	0.900	0	0.907
CSNK1A1	FZD2	9606.ENSP00000421689	9606.ENSP00000323901	0	0	0	0	0	0.078	0.900	0	0.903
CSNK1A1	WNT8B	9606.ENSP00000421689	9606.ENSP00000340677	0	0	0	0	0	0	0.900	0	0.900
CSNK1A1	SFN	9606.ENSP00000421689	9606.ENSP00000340989	0	0	0	0	0	0.059	0.900	0	0.901
CSNK1A1	CTNNB1	9606.ENSP00000421689	9606.ENSP00000344456	0	0	0	0	0	0.786	0.900	0	0.977
CSNK1A1	SUFU	9606.ENSP00000421689	9606.ENSP00000358918	0	0	0	0	0	0	0.900	0	0.900
CSNK1A1	FRAT2	9606.ENSP00000421689	9606.ENSP00000360058	0	0	0	0	0	0	0.900	0	0.900
CSNK1A1	FRAT1	9606.ENSP00000421689	9606.ENSP00000360060	0	0	0	0	0	0	0.900	0	0.900
CSNK1A1	YWHAB	9606.ENSP00000421689	9606.ENSP00000361930	0	0	0	0	0	0.059	0.900	0	0.901
CSNK1A1	DVL1	9606.ENSP00000421689	9606.ENSP00000368169	0	0	0	0	0	0.111	0.900	0	0.907
CSNK1A1	YWHAQ	9606.ENSP00000421689	9606.ENSP00000371267	0	0	0	0	0	0.285	0.900	0	0.925
CSNK1A1	GLI3	9606.ENSP00000421689	9606.ENSP00000379258	0	0	0	0	0	0.433	0.900	0	0.940
CSNK1A1	YWHAZ	9606.ENSP00000421689	9606.ENSP00000379287	0	0	0	0	0	0.473	0.900	0	0.945
CSNK1A1	NFATC2	9606.ENSP00000421689	9606.ENSP00000379330	0	0	0	0	0	0	0.900	0	0.900
CSNK1A1	MAP3K1	9606.ENSP00000421689	9606.ENSP00000382423	0	0	0	0	0	0.101	0.900	0	0.906
CSNK1A1	GLI2	9606.ENSP00000421689	9606.ENSP00000390436	0	0	0	0	0	0.256	0.900	0	0.922
CSNK1A1	WNT8A	9606.ENSP00000421689	9606.ENSP00000426653	0	0	0	0	0	0	0.900	0	0.900
CSNK1D	YWHAH	9606.ENSP00000324464	9606.ENSP00000248975	0	0	0	0	0	0.079	0.900	0	0.903
CSNK1D	YWHAE	9606.ENSP00000324464	9606.ENSP00000264335	0	0	0	0	0	0.079	0.900	0	0.903
CSNK1D	TP53	9606.ENSP00000324464	9606.ENSP00000269305	0	0	0	0	0	0.752	0.900	0	0.974
CSNK1D	YWHAG	9606.ENSP00000324464	9606.ENSP00000306330	0	0	0	0	0	0.079	0.900	0	0.903
CSNK1D	SFN	9606.ENSP00000324464	9606.ENSP00000340989	0	0	0	0	0	0.059	0.900	0	0.901
CSNK1D	YWHAQ	9606.ENSP00000324464	9606.ENSP00000371267	0	0	0	0	0	0.079	0.900	0	0.903
CSNK1D	YWHAB	9606.ENSP00000324464	9606.ENSP00000361930	0	0	0	0	0	0.079	0.900	0	0.903
CSNK1D	GLI2	9606.ENSP00000324464	9606.ENSP00000390436	0	0	0	0	0	0.173	0.900	0	0.913
CSNK1D	YWHAZ	9606.ENSP00000324464	9606.ENSP00000379287	0	0	0	0	0	0.298	0.900	0	0.926
CSNK1D	CSNK1E	9606.ENSP00000324464	9606.ENSP00000380044	0	0	0	0.981	0	0.741	0.800	0	0.945
CSNK1D	CTNNB1	9606.ENSP00000324464	9606.ENSP00000344456	0	0	0	0	0	0.464	0.900	0	0.944
CSNK1E	DVL2	9606.ENSP00000380044	9606.ENSP00000005340	0	0	0	0	0	0.711	0.900	0	0.969
CSNK1E	YWHAH	9606.ENSP00000380044	9606.ENSP00000248975	0	0	0	0	0	0.298	0.900	0	0.926
CSNK1E	YWHAE	9606.ENSP00000380044	9606.ENSP00000264335	0	0	0	0	0	0.079	0.900	0	0.903
CSNK1E	TP53	9606.ENSP00000380044	9606.ENSP00000269305	0	0	0	0	0	0.393	0.900	0	0.936
CSNK1E	YWHAG	9606.ENSP00000380044	9606.ENSP00000306330	0	0	0	0	0	0.079	0.900	0	0.903
CSNK1E	DVL3	9606.ENSP00000380044	9606.ENSP00000316054	0	0	0	0	0	0.716	0.900	0	0.970
CSNK1E	SFN	9606.ENSP00000380044	9606.ENSP00000340989	0	0	0	0	0	0.059	0.900	0	0.901
CSNK1E	CTNNB1	9606.ENSP00000380044	9606.ENSP00000344456	0	0	0	0	0	0.749	0.900	0	0.973
CSNK1E	YWHAB	9606.ENSP00000380044	9606.ENSP00000361930	0	0	0	0	0	0.079	0.900	0	0.903
CSNK1E	DVL1	9606.ENSP00000380044	9606.ENSP00000368169	0	0	0	0	0	0.712	0.900	0	0.970
CSNK1E	YWHAQ	9606.ENSP00000380044	9606.ENSP00000371267	0	0	0	0	0	0.079	0.900	0	0.903
CSNK1E	YWHAZ	9606.ENSP00000380044	9606.ENSP00000379287	0	0	0	0	0	0.079	0.900	0	0.903
CSNK1E	GLI2	9606.ENSP00000380044	9606.ENSP00000390436	0	0	0	0	0	0.173	0.900	0	0.913
CSNK1G1	DVL2	9606.ENSP00000305777	9606.ENSP00000005340	0	0	0	0	0	0.111	0.900	0	0.907
CSNK1G1	YWHAH	9606.ENSP00000305777	9606.ENSP00000248975	0	0	0	0	0	0.059	0.900	0	0.901
CSNK1G1	LRP6	9606.ENSP00000305777	9606.ENSP00000261349	0	0	0	0	0	0	0.900	0	0.900
CSNK1G1	YWHAE	9606.ENSP00000305777	9606.ENSP00000264335	0	0	0	0	0	0.059	0.900	0	0.901
CSNK1G1	TP53	9606.ENSP00000305777	9606.ENSP00000269305	0	0	0	0	0	0	0.900	0	0.900
CSNK1G1	WNT3A	9606.ENSP00000305777	9606.ENSP00000284523	0	0	0	0	0	0	0.900	0	0.900
CSNK1G1	YWHAG	9606.ENSP00000305777	9606.ENSP00000306330	0	0	0	0	0	0.059	0.900	0	0.901
CSNK1G1	YWHAB	9606.ENSP00000305777	9606.ENSP00000361930	0	0	0	0	0	0.059	0.900	0	0.901
CSNK1G1	SFN	9606.ENSP00000305777	9606.ENSP00000340989	0	0	0	0	0	0.059	0.900	0	0.901
CSNK1G1	YWHAZ	9606.ENSP00000305777	9606.ENSP00000379287	0	0	0	0	0	0.059	0.900	0	0.901
CSNK1G1	YWHAQ	9606.ENSP00000305777	9606.ENSP00000371267	0	0	0	0	0	0.059	0.900	0	0.901
CSNK1G1	GLI2	9606.ENSP00000305777	9606.ENSP00000390436	0	0	0	0	0	0.077	0.900	0	0.903
CSNK1G1	FZD5	9606.ENSP00000305777	9606.ENSP00000354607	0	0	0	0	0	0.102	0.900	0	0.906
CSNK1G1	DVL3	9606.ENSP00000305777	9606.ENSP00000316054	0	0	0	0	0	0.111	0.900	0	0.907
CSNK1G1	GSK3B	9606.ENSP00000305777	9606.ENSP00000324806	0	0	0	0	0	0.101	0.900	0	0.906
CSNK1G1	DVL1	9606.ENSP00000305777	9606.ENSP00000368169	0	0	0	0	0	0.111	0.900	0	0.907
CSNK1G2	DVL2	9606.ENSP00000255641	9606.ENSP00000005340	0	0	0	0	0	0.111	0.900	0	0.907
CSNK1G2	YWHAH	9606.ENSP00000255641	9606.ENSP00000248975	0	0	0	0	0	0.059	0.900	0	0.901
CSNK1G2	TP53	9606.ENSP00000255641	9606.ENSP00000269305	0	0	0	0	0	0	0.900	0	0.900
CSNK1G2	WNT8A	9606.ENSP00000255641	9606.ENSP00000426653	0	0	0	0	0	0	0.900	0	0.900
CSNK1G2	WNT8B	9606.ENSP00000255641	9606.ENSP00000340677	0	0	0	0	0	0	0.900	0	0.900
CSNK1G2	WNT3A	9606.ENSP00000255641	9606.ENSP00000284523	0	0	0	0	0	0	0.900	0	0.900
CSNK1G2	YWHAE	9606.ENSP00000255641	9606.ENSP00000264335	0	0	0	0	0	0.059	0.900	0	0.901
CSNK1G2	YWHAG	9606.ENSP00000255641	9606.ENSP00000306330	0	0	0	0	0	0.059	0.900	0	0.901
CSNK1G2	YWHAB	9606.ENSP00000255641	9606.ENSP00000361930	0	0	0	0	0	0.059	0.900	0	0.901
CSNK1G2	SFN	9606.ENSP00000255641	9606.ENSP00000340989	0	0	0	0	0	0.059	0.900	0	0.901
CSNK1G2	YWHAZ	9606.ENSP00000255641	9606.ENSP00000379287	0	0	0	0	0	0.059	0.900	0	0.901
CSNK1G2	YWHAQ	9606.ENSP00000255641	9606.ENSP00000371267	0	0	0	0	0	0.059	0.900	0	0.901
CSNK1G2	FZD1	9606.ENSP00000255641	9606.ENSP00000287934	0	0	0	0	0	0.102	0.900	0	0.906
CSNK1G2	GLI2	9606.ENSP00000255641	9606.ENSP00000390436	0	0	0	0	0	0.077	0.900	0	0.903
CSNK1G2	WNT1	9606.ENSP00000255641	9606.ENSP00000293549	0	0	0	0	0	0	0.900	0	0.900
CSNK1G2	FZD2	9606.ENSP00000255641	9606.ENSP00000323901	0	0	0	0	0	0.102	0.900	0	0.906
CSNK1G2	DVL3	9606.ENSP00000255641	9606.ENSP00000316054	0	0	0	0	0	0.111	0.900	0	0.907
